,fx,PSD
0,1.001001001001001,0.048989943845484954
1,2.002002002002002,0.03887048056009224
2,3.0030030030030033,0.03394992072469954
3,4.004004004004004,0.030841314367249646
4,5.005005005005005,0.028627490515102702
5,6.0060060060060065,0.0269371554641561
6,7.007007007007008,0.02558610503809837
7,8.008008008008009,0.024470669212052123
8,9.00900900900901,0.023527218582831855
9,10.01001001001001,0.022714137355641817
10,11.011011011011012,0.02200284942676587
11,12.012012012012013,0.02137296137991312
12,13.013013013013014,0.02080945653387506
13,14.014014014014016,0.02030098670103988
14,15.015015015015017,0.019838786437482256
15,16.016016016016017,0.01941595758712395
16,17.017017017017018,0.019026983139334815
17,18.01801801801802,0.018667388055013882
18,19.01901901901902,0.018333497122378493
19,20.02002002002002,0.018022258553846277
20,21.021021021021024,0.017731113153283018
21,22.022022022022025,0.017457895718501884
22,23.023023023023026,0.017200759663137284
23,24.024024024024026,0.016958118638588357
24,25.025025025025027,0.016728600787482333
25,26.026026026026027,0.016511012509368758
26,27.027027027027028,0.016304309477861018
27,28.028028028028032,0.01610757324814097
